,age1,age2,best_of,draw_size,hand1,hand2,ht1,ht2,id1,id2,ioc1,ioc2,loser1,loser2,match_num,name1,rank1,rank2,round,win,year
58315,19.8494182067,26.264202600999997,5,96,R,R,188,193,101222,100617,SWE,USA,,Bud Schultz,48,Stefan Edberg,6,46,2,1,1985
58316,27.6413415469,25.9082819986,5,96,R,L,175,180,100532,100638,USA,NZL,,David Mustard,49,Johan Kriek,10,223,2,1,1985
58317,24.5667351129,24.689938398400002,5,96,R,R,190,185,100744,100728,AUS,USA,,Todd Nelson,50,Peter Doohan,83,167,2,1,1985
58318,26.5708418891,21.9247091034,5,96,L,R,188,183,100597,100988,USA,AUS,,Peter Thrupp,51,Jay Lapidus,176,412,2,1,1985
58319,20.1724845996,22.2422997947,5,96,L,R,188,178,101185,100957,AUS,USA,,Greg Holmes,52,Mark Woodforde,195,28,2,1,1985
58320,22.6858316222,25.6700889802,5,96,R,R,185,193,100901,100660,USA,USA,,Bob Green,53,Paul Annacone,15,110,2,1,1985
58321,26.006844627,25.7138945927,5,96,L,L,180,180,100631,100657,USA,USA,,Mike Leach,54,Tim Wilkison,45,32,2,1,1985
58322,26.264202600999997,23.4661190965,5,96,R,R,183,190,100618,100833,USA,USA,,Marc Flur,55,Leif Shiras,130,101,2,1,1985
58323,21.2594113621,20.9117043121,5,96,R,L,183,190,101062,101096,SWE,RSA,,Gary Muller,56,Mats Wilander,3,199,2,1,1985
58324,25.311430527,25.9657768652,5,96,R,R,190,190,100689,100635,USA,USA,,Mark Dickson,57,Tim Mayotte,13,95,2,1,1985
58325,24.4791238877,30.0177960301,5,96,R,R,185,193,100751,100402,ARG,PAR,,Francisco Gonzalez,58,Roberto Saad,134,104,2,1,1985
58326,24.106776180700002,25.6673511294,5,96,L,R,185,178,100780,100661,USA,GER,,Damir Keretic,59,Mike De Palmer,100,87,2,1,1985
58327,22.3436002738,23.2470910335,5,96,R,R,198,188,100946,100855,YUG,USA,,Scott Davis,60,Slobodan Zivojinovic,66,14,2,1,1985
58328,22.3956194387,20.098562628299998,5,96,L,R,185,175,100936,101195,FRA,ISR,,Amos Mansdorf,61,Henri Leconte,19,81,2,1,1985
58329,29.18275154,27.3538672142,5,96,R,L,188,185,100446,100551,USA,AUS,,Brad Drewett,62,John Sadri,42,126,2,1,1985
58330,27.2963723477,24.574948665300003,5,96,R,R,183,178,100553,100740,NGR,USA,,Dan Cassidy,63,Nduka Odizor,76,161,2,1,1985
58331,26.7734428474,24.334017795999998,5,96,L,L,180,180,100581,100759,USA,RSA,,Danie Visser,64,John Mcenroe,2,138,2,1,1985
58332,25.7193702943,23.811088295700003,5,96,R,L,188,185,100656,100797,USA,USA,,Ben Testerman,65,Ivan Lendl,1,41,3,1,1985
58333,24.569472963699997,24.295687885,5,96,R,R,185,185,100742,100763,RSA,USA,,Brad Gilbert,66,Christo Steyn,170,17,3,1,1985
58334,31.2470910335,21.0349075975,5,96,R,R,178,188,100343,101084,GBR,SUI,,Jakob Hlasek,67,John Lloyd,71,38,3,1,1985
58335,22.762491444200002,20.394250513299998,5,96,R,R,188,173,100893,101158,SWE,AUS,,John Frawley,68,Joakim Nystrom,11,149,3,1,1985
58336,26.1245722108,25.8343600274,5,96,R,R,201,190,100628,100645,NED,NED,,Huub Van Boeckel,69,Michiel Schapers,188,103,3,1,1985
58337,34.2149212868,20.1478439425,5,96,R,R,180,185,100252,101190,USA,AUS,,Darren Cahill,70,Tim Gullikson,186,143,3,1,1985
58338,22.5379876797,24.900752909,5,96,R,L,180,183,100923,100714,AUS,AUS,,Broderick Dyke,71,Wally Masur,142,165,3,1,1985
58339,19.8494182067,22.4339493498,5,96,R,R,188,188,101222,100934,SWE,USA,,Matt Anger,72,Stefan Edberg,6,35,3,1,1985
58340,27.6413415469,24.5667351129,5,96,R,R,175,190,100532,100744,USA,AUS,,Peter Doohan,73,Johan Kriek,10,83,3,1,1985
58341,26.5708418891,20.1724845996,5,96,L,L,188,188,100597,101185,USA,AUS,,Mark Woodforde,74,Jay Lapidus,176,195,3,1,1985
58342,26.006844627,22.6858316222,5,96,L,R,180,185,100631,100901,USA,USA,,Paul Annacone,75,Tim Wilkison,45,15,3,1,1985
58343,21.2594113621,26.264202600999997,5,96,R,R,183,183,101062,100618,SWE,USA,,Leif Shiras,76,Mats Wilander,3,130,3,1,1985
58344,25.311430527,24.4791238877,5,96,R,R,190,185,100689,100751,USA,ARG,,Roberto Saad,77,Tim Mayotte,13,134,3,1,1985
58345,22.3436002738,24.106776180700002,5,96,R,L,198,185,100946,100780,YUG,USA,,Mike De Palmer,78,Slobodan Zivojinovic,66,100,3,1,1985
58346,22.3956194387,29.18275154,5,96,L,R,185,188,100936,100446,FRA,USA,,John Sadri,79,Henri Leconte,19,42,3,1,1985
58347,26.7734428474,27.2963723477,5,96,L,R,180,183,100581,100553,USA,NGR,,Nduka Odizor,80,John Mcenroe,2,76,3,1,1985
58348,25.7193702943,24.569472963699997,5,96,R,R,188,185,100656,100742,USA,RSA,,Christo Steyn,81,Ivan Lendl,1,170,4,1,1985
58349,31.2470910335,22.762491444200002,5,96,R,R,178,188,100343,100893,GBR,SWE,,Joakim Nystrom,82,John Lloyd,71,11,4,1,1985
58350,26.1245722108,34.2149212868,5,96,R,R,201,180,100628,100252,NED,USA,,Tim Gullikson,83,Michiel Schapers,188,186,4,1,1985
58351,19.8494182067,22.5379876797,5,96,R,R,188,180,101222,100923,SWE,AUS,,Wally Masur,84,Stefan Edberg,6,142,4,1,1985
58352,27.6413415469,26.5708418891,5,96,R,L,175,188,100532,100597,USA,USA,,Jay Lapidus,85,Johan Kriek,10,176,4,1,1985
58353,21.2594113621,26.006844627,5,96,R,L,183,180,101062,100631,SWE,USA,,Tim Wilkison,86,Mats Wilander,3,45,4,1,1985
58354,22.3436002738,25.311430527,5,96,R,R,198,190,100946,100689,YUG,USA,,Tim Mayotte,87,Slobodan Zivojinovic,66,13,4,1,1985
58355,26.7734428474,22.3956194387,5,96,L,L,180,185,100581,100936,USA,FRA,,Henri Leconte,88,John Mcenroe,2,19,4,1,1985
58356,25.7193702943,31.2470910335,5,96,R,R,188,178,100656,100343,USA,GBR,,John Lloyd,89,Ivan Lendl,1,71,5,1,1985
58357,19.8494182067,26.1245722108,5,96,R,R,188,201,101222,100628,SWE,NED,,Michiel Schapers,90,Stefan Edberg,6,188,5,1,1985
58358,21.2594113621,27.6413415469,5,96,R,R,183,175,101062,100532,SWE,USA,,Johan Kriek,91,Mats Wilander,3,10,5,1,1985
58359,22.3436002738,26.7734428474,5,96,R,L,198,180,100946,100581,YUG,USA,,John Mcenroe,92,Slobodan Zivojinovic,66,2,5,1,1985
58360,19.8494182067,25.7193702943,5,96,R,R,188,188,101222,100656,SWE,USA,,Ivan Lendl,93,Stefan Edberg,6,1,6,1,1985
58361,21.2594113621,22.3436002738,5,96,R,R,183,198,101062,100946,SWE,YUG,,Slobodan Zivojinovic,94,Mats Wilander,3,66,6,1,1985
58362,19.8494182067,21.2594113621,5,96,R,R,188,183,101222,101062,SWE,SWE,,Mats Wilander,95,Stefan Edberg,6,3,7,1,1985
64238,25.453798768000002,20.917180013699998,5,96,R,R,193,190,100761,101234,USA,GER,,Patrik Kuhnen,1,Danny Saltz,329,169,1,1,1987
64239,23.5646817248,26.787132101300003,5,96,R,R,188,173,100934,100663,USA,USA,,Marcel Freeman,2,Matt Anger,62,47,1,1,1987
64240,32.887063655,24.6105407255,5,96,R,R,188,190,100326,100830,NZL,USA,,Gary Donnelly,3,Russell Simpson,181,50,1,1,1987
64241,23.277207392199998,25.237508555799998,5,96,R,L,188,185,100967,100780,USA,USA,,Mike De Palmer,4,Dan Goldie,117,121,1,1,1987
64242,20.9527720739,18.5133470226,5,96,R,R,183,190,101226,101500,SWE,GER,,Christian Saceanu,5,Johan Carlsson,106,239,1,1,1987
64243,25.1225188227,23.1594798084,5,96,L,R,180,190,100790,100978,NZL,GBR,,Andrew Castle,6,Bruce Derlin,152,126,1,1,1987
64244,25.697467488,21.2950034223,5,96,R,R,190,185,100744,101186,AUS,AUS,,Desmond Tyson,7,Peter Doohan,289,348,1,1,1987
64245,30.1629021218,21.6180698152,5,96,R,R,185,183,100452,101144,USA,AUS,,Anthony Lane,8,Bill Scanlon,81,248,1,1,1987
64246,27.394934976,27.8302532512,5,96,R,R,193,188,100617,100587,USA,NZL,,Steve Guy,9,Bud Schultz,110,160,1,1,1987
64247,24.3778234086,31.523613963000003,5,96,R,R,188,185,100855,100383,USA,AUS,,Peter Mcnamara,10,Scott Davis,39,336,1,1,1987
64248,23.279945243,26.9650924025,5,96,R,R,185,190,100966,100645,GBR,NED,,Huub Van Boeckel,11,Nick Fulwood,245,198,1,1,1987
64249,17.2265571526,21.2785763176,5,96,R,R,193,185,101650,101190,AUS,AUS,,Darren Cahill,12,Shane Barr,390,132,1,1,1987
64250,19.3839835729,23.5318275154,5,96,R,R,180,185,101387,100935,ITA,USA,,Michael Robertson,13,Claudio Pistolesi,175,204,1,1,1987
64251,27.255304585900003,23.288158795300003,5,96,R,R,201,178,100628,100964,NED,USA,,Jon Levine,14,Michiel Schapers,74,135,1,1,1987
64252,23.8165639973,28.5804243669,5,96,R,R,185,178,100901,100544,USA,NGR,,Tony Mmoh,15,Paul Annacone,43,165,1,1,1987
64253,25.8206707734,21.1526351814,5,96,R,L,185,185,100728,101205,USA,CAN,,Grant Connell,16,Todd Nelson,116,190,1,1,1987
64255,22.0424366872,30.351813826100003,5,96,L,R,190,188,101096,100445,RSA,USA,,Steve Denton,18,Gary Muller,236,302,1,1,1987
64256,28.158795345700003,23.1184120465,5,96,R,R,183,180,100570,100982,USA,AUS,,Charlton Eagle,19,Marty Davis,93,270,1,1,1987
64257,20.6570841889,27.7015742642,5,96,L,L,178,188,101256,100597,AUS,USA,,Jay Lapidus,20,Mark Kratzmann,140,143,1,1,1987
64258,20.0492813142,24.5831622177,5,96,L,R,185,175,101318,100836,ARG,CAN,,Glenn Michibata,21,Javier Frana,151,192,1,1,1987
64259,28.848733744,21.533196440799998,5,96,R,R,175,185,100530,101154,GER,AUS,,Simon Youl,22,Andreas Maurer,58,258,1,1,1987
64260,23.750855578400003,16.7748117728,5,96,L,R,183,185,100913,101727,SWE,AUS,,Jason Stoltenberg,23,Peter Carlsson,139,626,1,1,1987
64261,22.672142368200003,19.8685831622,5,96,R,L,185,173,101033,101332,USA,ISR,,Gilad Bloom,24,John Letts,368,161,1,1,1987
64262,28.484599589299997,32.167008898,5,96,L,R,185,178,100551,100356,AUS,AUS,,Paul Mcnamee,25,Brad Drewett,180,45,1,1,1987
64263,21.2156057495,28.427104722800003,5,96,R,R,185,183,101196,100553,USA,NGR,,Nduka Odizor,26,Derrick Rostagno,66,77,1,1,1987
64264,25.4647501711,27.394934976,5,96,L,R,180,183,100759,100618,RSA,USA,,Leif Shiras,27,Danie Visser,86,177,1,1,1987
64265,25.3086926762,21.607118412,5,96,R,R,175,185,100772,101145,NZL,USA,,Jonathan Canter,28,Kelly Evernden,298,41,1,1,1987
64266,24.221765913800002,19.498973306,5,96,R,L,185,188,100870,101374,RSA,MEX,,Leonardo Lavalle,29,Christo Van Rensburg,70,107,1,1,1987
64267,23.6687200548,30.3134839151,5,96,R,R,180,188,100923,100446,AUS,USA,,John Sadri,30,Wally Masur,71,129,1,1,1987
64268,23.4743326489,24.221765913800002,5,96,R,R,198,183,100946,100871,YUG,AUS,,Laurie Warder,31,Slobodan Zivojinovic,40,281,1,1,1987
64269,26.031485284099997,19.523613963,5,96,L,R,183,185,100714,101368,AUS,ARG,,Christian Miniussi,32,Broderick Dyke,64,97,1,1,1987
64270,26.850102669400002,25.453798768000002,5,96,R,R,188,193,100656,100761,USA,USA,,Danny Saltz,33,Ivan Lendl,1,329,2,1,1987
64271,23.5646817248,21.2292950034,5,96,R,R,188,175,100934,101195,USA,ISR,,Amos Mansdorf,34,Matt Anger,62,38,2,1,1987
64272,23.277207392199998,32.887063655,5,96,R,R,188,188,100967,100326,USA,NZL,,Russell Simpson,35,Dan Goldie,117,181,2,1,1987
64273,25.6043805613,30.527036276500002,5,96,R,R,170,190,100752,100440,IND,RSA,,Eddie Edwards,36,Ramesh Krishnan,35,63,2,1,1987
64274,25.5003422313,20.9527720739,5,96,R,R,180,183,100757,101226,SWE,SWE,,Johan Carlsson,37,Anders Jarryd,19,106,2,1,1987
64275,20.3668720055,25.1225188227,5,96,R,L,183,180,101285,100790,FRA,NZL,,Bruce Derlin,38,Thierry Champion,127,152,2,1,1987
64276,25.697467488,30.1629021218,5,96,R,R,190,185,100744,100452,AUS,USA,,Bill Scanlon,39,Peter Doohan,289,81,2,1,1987
64277,28.8651608487,26.0396988364,5,96,R,R,185,183,100529,100713,USA,AUS,,John Fitzgerald,40,Kevin Curren,18,91,2,1,1987
64278,26.6529774127,19.5290896646,5,96,R,L,193,175,100676,101366,FRA,AUS,,David Macpherson,41,Yannick Noah,4,505,2,1,1987
64279,27.394934976,24.3778234086,5,96,R,R,193,188,100617,100855,USA,USA,,Scott Davis,42,Bud Schultz,110,39,2,1,1987
64280,32.553045859,23.279945243,5,96,R,R,185,185,100337,100966,AUS,GBR,,Nick Fulwood,43,Mark Edmondson,307,245,2,1,1987
64281,27.1375770021,17.2265571526,5,96,L,R,180,193,100631,101650,USA,AUS,,Shane Barr,44,Tim Wilkison,28,390,2,1,1987
64282,21.6290212183,19.3839835729,5,96,R,R,183,180,101138,101387,AUS,ITA,,Claudio Pistolesi,45,Pat Cash,24,175,2,1,1987
64283,24.9418206708,27.255304585900003,5,96,L,R,185,201,100797,100628,USA,NED,,Michiel Schapers,46,Ben Testerman,94,74,2,1,1987
64285,23.5263518138,25.8206707734,5,96,L,R,185,185,100936,100728,FRA,USA,,Todd Nelson,48,Henri Leconte,6,116,2,1,1987
64286,22.6502395619,24.5667351129,5,96,R,R,190,180,101036,100837,SVK,GBR,,Jeremy Bates,49,Miloslav Mecir,9,196,2,1,1987
64287,22.0424366872,21.3032169747,5,96,L,L,190,188,101096,101185,RSA,AUS,,Mark Woodforde,50,Gary Muller,236,172,2,1,1987
64288,20.6570841889,28.158795345700003,5,96,L,R,178,183,101256,100570,AUS,USA,,Marty Davis,51,Mark Kratzmann,140,93,2,1,1987
64289,23.638603696100002,23.0362765229,5,96,R,R,185,203,100926,100990,USA,CZE,,Milan Srejber,52,Ken Flach,223,30,2,1,1987
64290,23.7015742642,26.8008213552,5,96,R,R,190,193,100920,100660,USA,USA,,Bob Green,53,Robert Seguso,27,138,2,1,1987
64291,20.0492813142,28.848733744,5,96,L,R,185,175,101318,100530,ARG,GER,,Andreas Maurer,54,Javier Frana,151,58,2,1,1987
64292,21.5249828884,23.750855578400003,5,96,R,L,173,183,101158,100913,AUS,SWE,,Peter Carlsson,55,John Frawley,250,139,2,1,1987
64293,20.9801505818,22.672142368200003,5,96,R,R,188,185,101222,101033,SWE,USA,,John Letts,56,Stefan Edberg,5,368,2,1,1987
64294,25.426420260100002,28.484599589299997,5,96,R,L,185,185,100763,100551,USA,AUS,,Brad Drewett,57,Brad Gilbert,11,180,2,1,1987
64295,21.2156057495,22.3463381246,5,96,R,R,185,188,101196,101066,USA,USA,,Richard Matuszewski,58,Derrick Rostagno,66,90,2,1,1987
64296,20.8131416838,25.4647501711,5,96,R,L,175,180,101242,100759,USA,RSA,,Danie Visser,59,Brad Pearce,100,86,2,1,1987
64297,25.3086926762,28.772073921999997,5,96,R,R,175,175,100772,100532,NZL,USA,,Johan Kriek,60,Kelly Evernden,298,23,2,1,1987
64298,24.221765913800002,22.1656399726,5,96,R,R,185,188,100870,101084,RSA,SUI,,Jakob Hlasek,61,Christo Van Rensburg,70,32,2,1,1987
64299,23.6687200548,22.784394250500004,5,96,R,R,180,185,100923,101022,AUS,USA,,Kelly Jones,62,Wally Masur,71,164,2,1,1987
64300,23.4743326489,22.9678302533,5,96,R,R,198,170,100946,101000,YUG,AUS,,Carl Limberger,63,Slobodan Zivojinovic,40,88,2,1,1987
64301,19.1403148528,26.031485284099997,5,96,R,L,190,183,101414,100714,GER,AUS,,Broderick Dyke,64,Boris Becker,2,64,2,1,1987
64302,26.850102669400002,23.5646817248,5,96,R,R,188,188,100656,100934,USA,USA,,Matt Anger,65,Ivan Lendl,1,62,3,1,1987
64303,23.277207392199998,25.6043805613,5,96,R,R,188,170,100967,100752,USA,IND,,Ramesh Krishnan,66,Dan Goldie,117,35,3,1,1987
64304,25.5003422313,20.3668720055,5,96,R,R,180,183,100757,101285,SWE,FRA,,Thierry Champion,67,Anders Jarryd,19,127,3,1,1987
64305,25.697467488,28.8651608487,5,96,R,R,190,185,100744,100529,AUS,USA,,Kevin Curren,68,Peter Doohan,289,18,3,1,1987
64306,26.6529774127,27.394934976,5,96,R,R,193,193,100676,100617,FRA,USA,,Bud Schultz,69,Yannick Noah,4,110,3,1,1987
64307,27.1375770021,32.553045859,5,96,L,R,180,185,100631,100337,USA,AUS,,Mark Edmondson,70,Tim Wilkison,28,307,3,1,1987
64308,21.6290212183,24.9418206708,5,96,R,L,183,185,101138,100797,AUS,USA,,Ben Testerman,71,Pat Cash,24,94,3,1,1987
64309,23.8165639973,23.5263518138,5,96,R,L,185,185,100901,100936,USA,FRA,,Henri Leconte,72,Paul Annacone,43,6,3,1,1987
64310,22.6502395619,22.0424366872,5,96,R,L,190,190,101036,101096,SVK,RSA,,Gary Muller,73,Miloslav Mecir,9,236,3,1,1987
64311,20.6570841889,23.638603696100002,5,96,L,R,178,185,101256,100926,AUS,USA,,Ken Flach,74,Mark Kratzmann,140,223,3,1,1987
64312,23.7015742642,20.0492813142,5,96,R,L,190,185,100920,101318,USA,ARG,,Javier Frana,75,Robert Seguso,27,151,3,1,1987
64313,20.9801505818,21.5249828884,5,96,R,R,188,173,101222,101158,SWE,AUS,,John Frawley,76,Stefan Edberg,5,250,3,1,1987
64314,21.2156057495,25.426420260100002,5,96,R,R,185,185,101196,100763,USA,USA,,Brad Gilbert,77,Derrick Rostagno,66,11,3,1,1987
64315,25.3086926762,20.8131416838,5,96,R,R,175,175,100772,101242,NZL,USA,,Brad Pearce,78,Kelly Evernden,298,100,3,1,1987
64316,23.6687200548,24.221765913800002,5,96,R,R,180,185,100923,100870,AUS,RSA,,Christo Van Rensburg,79,Wally Masur,71,70,3,1,1987
64317,19.1403148528,23.4743326489,5,96,R,R,190,198,101414,100946,GER,YUG,,Slobodan Zivojinovic,80,Boris Becker,2,40,3,1,1987
64318,26.850102669400002,23.277207392199998,5,96,R,R,188,188,100656,100967,USA,USA,,Dan Goldie,81,Ivan Lendl,1,117,4,1,1987
64319,25.5003422313,25.697467488,5,96,R,R,180,190,100757,100744,SWE,AUS,,Peter Doohan,82,Anders Jarryd,19,289,4,1,1987
64320,26.6529774127,27.1375770021,5,96,R,L,193,180,100676,100631,FRA,USA,,Tim Wilkison,83,Yannick Noah,4,28,4,1,1987
64321,21.6290212183,23.8165639973,5,96,R,R,183,185,101138,100901,AUS,USA,,Paul Annacone,84,Pat Cash,24,43,4,1,1987
64322,22.6502395619,20.6570841889,5,96,R,L,190,178,101036,101256,SVK,AUS,,Mark Kratzmann,85,Miloslav Mecir,9,140,4,1,1987
64323,20.9801505818,23.7015742642,5,96,R,R,188,190,101222,100920,SWE,USA,,Robert Seguso,86,Stefan Edberg,5,27,4,1,1987
64324,25.3086926762,21.2156057495,5,96,R,R,175,185,100772,101196,NZL,USA,,Derrick Rostagno,87,Kelly Evernden,298,66,4,1,1987
64325,23.6687200548,19.1403148528,5,96,R,R,180,190,100923,101414,AUS,GER,,Boris Becker,88,Wally Masur,71,2,4,1,1987
64326,26.850102669400002,25.5003422313,5,96,R,R,188,180,100656,100757,USA,SWE,,Anders Jarryd,89,Ivan Lendl,1,19,5,1,1987
64327,21.6290212183,26.6529774127,5,96,R,R,183,193,101138,100676,AUS,FRA,,Yannick Noah,90,Pat Cash,24,4,5,1,1987
64328,20.9801505818,22.6502395619,5,96,R,R,188,190,101222,101036,SWE,SVK,,Miloslav Mecir,91,Stefan Edberg,5,9,5,1,1987
64329,23.6687200548,25.3086926762,5,96,R,R,180,175,100923,100772,AUS,NZL,,Kelly Evernden,92,Wally Masur,71,298,5,1,1987
64330,21.6290212183,26.850102669400002,5,96,R,R,183,188,101138,100656,AUS,USA,,Ivan Lendl,93,Pat Cash,24,1,6,1,1987
64331,20.9801505818,23.6687200548,5,96,R,R,188,180,101222,100923,SWE,AUS,,Wally Masur,94,Stefan Edberg,5,71,6,1,1987
64332,20.9801505818,21.6290212183,5,96,R,R,188,183,101222,101138,SWE,AUS,,Pat Cash,95,Stefan Edberg,5,24,7,1,1987
68981,27.846680355900002,18.392881587999998,5,128,R,L,188,193,100656,101637,USA,AUS,,Brian Roe,1,Ivan Lendl,1,517,1,1,1988
68982,24.5612594114,24.156057494899997,5,128,R,R,188,190,100934,100978,USA,GBR,,Andrew Castle,2,Matt Anger,95,176,1,1,1988
68983,22.2997946612,27.0362765229,5,128,L,R,188,183,101185,100713,AUS,AUS,,John Fitzgerald,3,Mark Woodforde,56,53,1,1,1988
68984,17.7056810404,25.5934291581,5,128,R,R,196,190,101735,100833,AUS,USA,,Marc Flur,4,Richard Fromberg,392,133,1,1,1988
68985,23.931553730300003,29.4811772758,5,128,R,L,193,185,101004,100551,USA,AUS,,Brad Drewett,5,Jim Pugh,43,148,1,1,1988
68986,26.6009582478,25.1143052704,5,128,R,R,170,180,100752,100876,IND,KOR,,Bong Soo Kim,6,Ramesh Krishnan,40,300,1,1,1988
68987,22.6913073238,23.865845311399998,5,128,R,R,188,188,101133,101013,GER,SWE,,Henrik Sundstrom,7,Patrick Baur,182,211,1,1,1988
68988,24.6652977413,24.306639288200003,5,128,R,R,180,190,100923,100962,AUS,SWE,,Thomas Hogstedt,8,Wally Masur,37,178,1,1,1988
68989,27.0280629706,23.162217659099998,5,128,L,R,183,188,100714,101084,AUS,SUI,,Jakob Hlasek,9,Broderick Dyke,103,24,1,1,1988
68990,23.65229295,24.501026694,5,128,R,R,180,178,101035,100942,NED,FRA,,Thierry Tulasne,10,Menno Oosting,139,57,1,1,1988
68991,26.4613278576,19.6769336071,5,128,L,R,180,188,100759,101481,RSA,ITA,,Omar Camporese,11,Danie Visser,141,278,1,1,1988
68992,26.606433949299998,23.1375770021,5,128,R,R,185,188,100751,101088,ARG,USA,,Larry Scott,12,Roberto Saad,203,215,1,1,1988
68993,22.2751540041,18.2231348392,5,128,R,R,185,193,101190,101650,AUS,AUS,,Shane Barr,13,Darren Cahill,76,301,1,1,1988
68994,24.186173853499998,20.180698152,5,128,R,R,183,185,100972,101412,USA,JPN,,Shuzo Matsuoka,14,Todd Witsken,153,264,1,1,1988
68995,26.694045174499998,28.8268309377,5,128,R,R,190,188,100744,100587,AUS,NZL,,Steve Guy,15,Peter Doohan,69,233,1,1,1988
68996,24.522929500300002,23.4223134839,5,128,L,R,185,180,100936,101057,FRA,AUS,,Peter Carter,16,Henri Leconte,22,272,1,1,1988
68997,22.6255989049,20.2765229295,5,128,R,L,183,180,101138,101404,AUS,AUT,,Thomas Muster,17,Pat Cash,7,52,1,1,1988
68998,23.9644079398,22.614647501700002,5,128,R,R,170,183,101000,101144,AUS,AUS,,Anthony Lane,18,Carl Limberger,163,418,1,1,1988
68999,24.802190280599998,28.134154688600002,5,128,R,L,178,180,100905,100631,USA,USA,,Tim Wilkison,19,Sammy Giammalva Jr,108,60,1,1,1988
69000,33.163586584499996,31.1594798084,5,128,R,R,178,185,100356,100452,AUS,USA,,Bill Scanlon,20,Paul Mcnamee,193,116,1,1,1988
69001,25.5797399042,23.277207392199998,5,128,R,R,175,175,100836,101071,CAN,NED,,Tom Nijssen,21,Glenn Michibata,194,122,1,1,1988
69002,21.930184804899998,20.3805612594,5,128,R,R,183,180,101232,101387,SWE,ITA,,Claudio Pistolesi,22,Nicklas Kroon,93,101,1,1,1988
69003,24.758384668,23.865845311399998,5,128,R,R,193,185,100910,101014,SWE,USA,,John Ross,23,Magnus Tideman,247,94,1,1,1988
69004,21.2238193018,26.119096509200002,5,128,R,L,188,180,101298,100790,SWE,NZL,,Bruce Derlin,24,Jonas Svensson,36,202,1,1,1988
69005,25.218343600300003,23.780971936999997,5,128,R,R,185,185,100870,101022,RSA,USA,,Kelly Jones,25,Christo Van Rensburg,29,152,1,1,1988
69006,29.5770020534,27.750855578400003,5,128,R,R,178,196,100544,100669,NGR,USA,,Charles Bud Cox,26,Tony Mmoh,205,227,1,1,1988
69007,22.212183436,23.0390143737,5,128,R,L,185,190,101196,101096,USA,RSA,,Gary Muller,27,Derrick Rostagno,65,68,1,1,1988
69008,28.251882272399996,27.394934976,5,128,R,R,201,180,100628,100691,NED,GER,,Ivo Werner,28,Michiel Schapers,62,326,1,1,1988
69009,18.8391512663,21.839835729,5,128,R,R,183,180,101580,101238,AUS,GER,,Andres Vysand,29,Roger Rasheed,394,254,1,1,1988
69010,31.523613963000003,23.813826146500002,5,128,R,R,190,180,100440,101019,RSA,GBR,,David Felgate,30,Eddie Edwards,256,491,1,1,1988
69011,23.8767967146,28.536618754299997,5,128,R,R,185,188,101012,100606,ITA,USA,,Mike Bauer,31,Massimiliano Narducci,131,204,1,1,1988
69012,27.6495550992,23.9753593429,5,128,R,R,193,185,100676,100997,FRA,BAH,,Roger Smith,32,Yannick Noah,8,147,1,1,1988
69013,26.496919917899998,24.1149897331,5,128,R,R,180,180,100757,100982,SWE,AUS,,Charlton Eagle,33,Anders Jarryd,15,304,1,1,1988
69014,22.5681040383,25.2320328542,5,128,L,R,180,188,101150,100868,ITA,AUS,,Craig A Miller,34,Gianluca Pozzi,164,243,1,1,1988
69015,21.9137577002,26.696783025300004,5,128,R,R,190,185,101234,100742,GER,RSA,,Christo Steyn,35,Patrik Kuhnen,83,282,1,1,1988
69016,25.796030116399997,19.5044490075,5,128,R,L,178,183,100810,101502,USA,GER,,Torben Theine,36,Paul Chamberlin,221,397,1,1,1988
69017,23.017111567399997,22.1492128679,5,128,L,L,190,185,101098,101205,FRA,CAN,,Grant Connell,37,Guy Forget,55,112,1,1,1988
69018,23.742642026,34.2559890486,5,128,R,R,193,193,101026,100315,USA,USA,,Hank Pfister,38,Jim Grabb,67,593,1,1,1988
69019,22.521560574899997,28.391512662600004,5,128,R,R,173,193,101158,100617,AUS,USA,,Bud Schultz,39,John Frawley,44,260,1,1,1988
69020,22.9486652977,24.3258042437,5,128,R,R,185,185,101106,100959,SWE,USA,,Chris Kennedy,40,Peter Lundgren,27,313,1,1,1988
69021,25.4839151266,24.8131416838,5,128,L,R,180,185,100844,100901,FRA,USA,,Paul Annacone,41,Jerome Potier,130,31,1,1,1988
69022,22.7515400411,29.215605749499996,5,128,R,R,183,198,101126,100567,CAN,USA,,Chip Hooper,42,Chris Pridham,84,150,1,1,1988
69023,19.5099247091,26.81724846,5,128,R,R,190,185,101500,100728,GER,USA,,Todd Nelson,43,Christian Saceanu,86,111,1,1,1988
69024,24.6132785763,18.0561259411,5,128,R,R,180,180,100928,101676,RSA,AUS,,Adam Anderson,44,Barry Moir,140,537,1,1,1988
69025,21.021218343599998,16.2847364819,5,128,R,R,185,183,101320,101971,SWE,AUS,,Johan Anderson,45,Magnus Gustafsson,54,212,1,1,1988
69026,29.7686516085,19.7015742642,5,128,R,R,175,196,100532,101477,USA,GBR,,Chris Bailey,46,Johan Kriek,49,349,1,1,1988
69027,22.5297741273,20.481861738499997,5,128,R,R,185,180,101154,101377,AUS,SWE,,Christian Bergstrom,47,Simon Youl,120,73,1,1,1988
69028,23.3867214237,22.266940451700002,5,128,R,R,183,180,101062,101191,SWE,USA,,Richey Reneberg,48,Mats Wilander,3,80,1,1,1988
