,age1,age2,best_of,draw_size,ht1,ht2,ioc1,ioc2,match_num,rank1,rank2,round,win,year
89739,25.0978781656,21.106091718,5,128,183,178,FRA,FRA,87,84,68,2,0,1994
89740,23.7618069815,27.994524298400002,5,128,183,188,NED,SWE,88,58,4,2,0,1994
89741,19.8494182067,25.065023956199997,5,128,190,193,SWE,BEL,89,65,125,2,0,1994
89742,23.3867214237,21.054072553,5,128,188,185,NED,AUS,90,83,54,2,0,1994
89743,22.598220397,27.241615332,5,128,185,188,ITA,SWE,91,56,36,2,0,1994
89744,21.8206707734,23.5290896646,5,128,183,198,SWE,USA,92,92,12,2,0,1994
89745,24.796714579099998,28.7802874743,5,128,183,188,FRA,GER,93,21,143,2,0,1994
89746,26.6310746064,29.4045174538,5,128,170,183,FRA,SWE,94,102,322,2,0,1994
89747,22.611909650900003,27.9397672827,5,128,185,188,AUS,AUT,95,74,93,2,0,1994
89748,23.5400410678,24.5776865161,5,128,180,180,RUS,USA,96,40,26,2,0,1994
89749,26.611909650900003,22.4339493498,5,128,193,185,FRA,USA,97,77,1,3,0,1994
89750,27.909650924,33.864476386,5,128,188,188,NED,USA,98,39,17,3,0,1994
89751,21.503080082100002,27.0390143737,5,128,196,185,GER,SWE,99,114,14,3,0,1994
89752,22.0260095825,21.4620123203,5,128,178,188,AUS,CZE,100,191,80,3,0,1994
89753,22.7405886379,23.4195756331,5,128,190,185,SWE,USA,101,52,3,3,0,1994
89754,22.7980835044,22.340862423,5,128,190,185,CZE,RSA,102,104,18,3,0,1994
89755,23.195071868600003,22.6447638604,5,128,201,188,SUI,RSA,103,16,69,3,0,1994
89756,26.4613278576,22.3463381246,5,128,183,193,USA,CRO,104,41,8,3,0,1994
89757,23.923340178000004,26.2943189596,5,128,180,180,FRA,AUT,105,78,10,3,0,1994
89758,25.4045174538,26.8774811773,5,128,183,188,SWE,RUS,106,49,20,3,0,1994
89759,28.802190280599998,23.5592060233,5,128,190,188,CZE,SWE,107,19,134,3,0,1994
89760,21.106091718,27.994524298400002,5,128,178,188,FRA,SWE,108,68,4,3,0,1994
89761,21.054072553,25.065023956199997,5,128,185,193,AUS,BEL,109,54,125,3,0,1994
89762,27.241615332,23.5290896646,5,128,188,198,SWE,USA,110,36,12,3,0,1994
89763,28.7802874743,29.4045174538,5,128,188,183,GER,SWE,111,143,322,3,0,1994
89764,27.9397672827,24.5776865161,5,128,188,180,AUT,USA,112,93,26,3,0,1994
89765,33.864476386,22.4339493498,5,128,188,185,USA,USA,113,17,1,4,0,1994
89766,21.4620123203,27.0390143737,5,128,188,185,CZE,SWE,114,80,14,4,0,1994
89767,22.340862423,23.4195756331,5,128,185,185,RSA,USA,115,18,3,4,0,1994
89768,22.6447638604,22.3463381246,5,128,188,193,RSA,CRO,116,69,8,4,0,1994
89769,26.8774811773,26.2943189596,5,128,188,180,RUS,AUT,117,20,10,4,0,1994
89770,23.5592060233,27.994524298400002,5,128,188,188,SWE,SWE,118,134,4,4,0,1994
89771,25.065023956199997,23.5290896646,5,128,193,198,BEL,USA,119,125,12,4,0,1994
89772,29.4045174538,24.5776865161,5,128,183,180,SWE,USA,120,322,26,4,0,1994
89773,27.0390143737,22.4339493498,5,128,185,185,SWE,USA,121,14,1,5,0,1994
89774,22.3463381246,23.4195756331,5,128,193,185,CRO,USA,122,8,3,5,0,1994
89775,26.2943189596,27.994524298400002,5,128,180,188,AUT,SWE,123,10,4,5,0,1994
89776,24.5776865161,23.5290896646,5,128,180,198,USA,USA,124,26,12,5,0,1994
89777,23.4195756331,22.4339493498,5,128,185,185,USA,USA,125,3,1,6,0,1994
89778,27.994524298400002,23.5290896646,5,128,188,198,SWE,USA,126,4,12,6,0,1994
89779,23.5290896646,22.4339493498,5,128,198,185,USA,USA,127,12,1,7,0,1994
90006,22.9678302533,22.855578371,5,128,190,185,USA,USA,1,57,1,1,0,1994
90007,29.0431211499,28.7063655031,5,128,185,180,USA,USA,2,173,35,1,0,1994
90008,24.3449691992,22.2614647502,5,128,180,190,FRA,GBR,3,103,215,1,0,1994
90009,26.2395619439,23.1594798084,5,128,190,185,ESP,USA,4,236,72,1,0,1994
90010,26.6201232033,28.7392197125,5,128,185,188,JPN,AUS,5,131,54,1,0,1994
90011,26.2012320329,23.2197125257,5,128,185,190,FRA,CZE,6,118,51,1,0,1994
90012,23.2142368241,26.934976043800003,5,128,188,180,USA,GER,7,48,38,1,0,1994
90013,21.5961670089,20.334017795999998,5,128,180,190,ITA,RUS,8,239,16,1,0,1994
90014,18.9869952088,22.3244353183,5,128,180,175,ESP,USA,9,83,8,1,0,1994
90015,27.550992470900002,23.4934976044,5,128,183,190,USA,AUS,10,110,160,1,0,1994
90017,23.019849418200003,28.5886379192,5,128,185,185,ITA,CAN,12,46,719,1,0,1994
90018,27.0335386721,25.9493497604,5,128,193,190,FRA,GER,13,133,673,1,0,1994
90019,28.9691991786,28.772073921999997,5,128,185,185,AUS,FRA,14,142,74,1,0,1994
90020,23.0335386721,21.475701574299997,5,128,185,185,AUS,AUS,15,62,21,1,0,1994
90021,19.819301848,23.425051334699997,5,128,188,188,GBR,ESP,16,321,4,1,0,1994
90022,24.3312799452,28.4161533196,5,128,188,188,RSA,SWE,17,275,3,1,0,1994
90023,23.742642026,21.1745379877,5,128,196,190,GER,DEN,18,66,113,1,0,1994
90024,29.2238193018,21.503080082100002,5,128,190,183,CZE,RSA,19,53,108,1,0,1994
90025,23.8850102669,22.2422997947,5,128,183,183,GBR,SWE,20,98,94,1,0,1994
90026,24.287474332600002,26.160164271,5,128,185,183,USA,ESP,21,102,17,1,0,1994
90027,26.116358658499998,24.454483230700003,5,128,188,180,ITA,GBR,22,363,201,1,0,1994
90028,22.5352498289,22.762491444200002,5,128,170,185,COL,RSA,23,87,20,1,0,1994
90029,21.0485968515,23.6167008898,5,128,190,201,USA,SUI,24,222,19,1,0,1994
90030,20.889801505799998,24.1423682409,5,128,183,180,ITA,USA,25,32,18,1,0,1994
90031,24.093086926799998,23.723477070500003,5,128,175,188,ITA,VEN,26,40,119,1,0,1994
90032,23.310061601599998,26.8829568789,5,128,178,183,CZE,USA,27,50,31,1,0,1994
90033,25.5195071869,27.0527036277,5,128,183,170,FRA,FRA,28,105,71,1,0,1994
90034,27.9698836413,21.883641341500002,5,128,183,188,USA,CZE,29,68,63,1,0,1994
90035,23.961670089000002,22.7926078029,5,128,180,190,RUS,BAH,30,60,175,1,0,1994
90036,23.3319644079,28.3531827515,5,128,178,190,VEN,GER,31,99,134,1,0,1994
90037,23.0663928816,23.9507186858,5,128,188,198,RSA,USA,32,91,9,1,0,1994
90038,24.7036276523,23.841204654299997,5,128,175,185,ZIM,USA,33,79,7,1,0,1994
90040,28.361396303899998,31.104722792600004,5,128,188,180,AUT,AUS,35,76,49,1,0,1994
90041,23.860369609899998,29.601642710500002,5,128,178,188,USA,SUI,36,80,52,1,0,1994
90042,24.9993155373,21.9247091034,5,128,180,196,USA,GER,37,33,88,1,0,1994
90043,29.007529089699997,32.0027378508,5,128,180,180,ITA,GBR,38,128,85,1,0,1994
90044,19.7399041752,26.1108829569,5,128,180,196,GBR,GER,39,324,104,1,0,1994
90045,33.4757015743,26.4065708419,5,128,183,190,AUS,CZE,40,585,12,1,0,1994
90046,25.0130047912,25.1471594798,5,128,188,185,FRA,NZL,41,15,75,1,0,1994
90047,25.5797399042,27.2991101985,5,128,180,188,USA,RUS,42,92,25,1,0,1994
90048,21.1471594798,23.808350444899997,5,128,183,188,CAN,NED,43,140,47,1,0,1994
90049,19.7864476386,21.281314168399998,5,128,185,185,GBR,GER,44,162,117,1,0,1994
90050,25.8672142368,28.6652977413,5,128,178,175,ESP,ISR,45,55,45,1,0,1994
90051,30.1820670773,28.402464065700002,5,128,193,188,USA,USA,46,125,211,1,0,1994
90052,26.7159479808,29.2019164956,5,128,180,188,AUT,GER,47,11,124,1,0,1994
90053,23.189596166999998,22.7679671458,5,128,180,193,BRA,CRO,48,89,5,1,0,1994
90054,25.0485968515,26.5763175907,5,128,193,190,USA,GER,49,107,10,1,0,1994
90055,26.212183436,23.4661190965,5,128,185,188,GER,GER,50,84,172,1,0,1994
90056,26.1409993155,27.485284051999997,5,128,196,185,GBR,ARG,51,193,81,1,0,1994
90057,20.295687885,32.8624229979,5,128,188,185,SVK,USA,52,95,34,1,0,1994
90058,30.962354551700003,20.1916495551,5,128,185,180,FRA,ESP,53,61,43,1,0,1994
90059,19.389459274500002,24.1451060917,5,128,188,196,GER,AUS,54,70,69,1,0,1994
90060,22.7707049966,23.8494182067,5,128,193,183,MAR,CZE,55,58,30,1,0,1994
90061,29.5989048597,19.8028747433,5,128,180,193,USA,UKR,56,36,6,1,0,1994
90062,25.218343600300003,28.180698151999998,5,128,183,185,FRA,RUS,57,22,97,1,0,1994
90063,23.980835044499997,21.533196440799998,5,128,188,188,SWE,ESP,58,101,106,1,0,1994
90064,24.2655715264,26.921286789899998,5,128,188,180,ITA,SWE,59,96,112,1,0,1994
90065,23.162217659099998,20.785763175899998,5,128,190,193,SWE,GBR,60,82,41,1,0,1994
90066,22.5379876797,28.714579055399998,5,128,196,185,NED,AUS,61,23,217,1,0,1994
90067,28.3312799452,24.2108145106,5,128,188,185,NED,AUS,62,28,44,1,0,1994
90068,24.2381930185,21.0732375086,5,128,193,185,SWE,MAR,63,24,100,1,0,1994
90069,25.6700889802,28.4928131417,5,128,193,185,GER,USA,64,2,120,1,0,1994
90070,28.7063655031,22.855578371,5,128,180,185,USA,USA,65,35,1,2,0,1994
90071,22.2614647502,23.1594798084,5,128,190,185,GBR,USA,66,215,72,2,0,1994
90072,28.7392197125,23.2197125257,5,128,188,190,AUS,CZE,67,54,51,2,0,1994
90073,26.934976043800003,20.334017795999998,5,128,180,190,GER,RUS,68,38,16,2,0,1994
90074,23.4934976044,22.3244353183,5,128,190,175,AUS,USA,69,160,8,2,0,1994
90075,26.6584531143,28.5886379192,5,128,170,185,PER,CAN,70,26,719,2,0,1994
90076,25.9493497604,28.772073921999997,5,128,190,185,GER,FRA,71,673,74,2,0,1994
90077,21.475701574299997,23.425051334699997,5,128,185,188,AUS,ESP,72,21,4,2,0,1994
90078,28.4161533196,21.1745379877,5,128,188,190,SWE,DEN,73,3,113,2,0,1994
90079,21.503080082100002,22.2422997947,5,128,183,183,RSA,SWE,74,108,94,2,0,1994
90080,26.160164271,24.454483230700003,5,128,183,180,ESP,GBR,75,17,201,2,0,1994
90081,23.6167008898,22.762491444200002,5,128,201,185,SUI,RSA,76,19,20,2,0,1994
90082,23.723477070500003,24.1423682409,5,128,188,180,VEN,USA,77,119,18,2,0,1994
90083,27.0527036277,26.8829568789,5,128,170,183,FRA,USA,78,71,31,2,0,1994
90084,22.7926078029,21.883641341500002,5,128,190,188,BAH,CZE,79,175,63,2,0,1994
90085,28.3531827515,23.9507186858,5,128,190,198,GER,USA,80,134,9,2,0,1994
90087,31.104722792600004,29.601642710500002,5,128,180,188,AUS,SUI,82,49,52,2,0,1994
90088,21.9247091034,32.0027378508,5,128,196,180,GER,GBR,83,88,85,2,0,1994
90089,26.4065708419,26.1108829569,5,128,190,196,CZE,GER,84,12,104,2,0,1994
90090,25.1471594798,27.2991101985,5,128,185,188,NZL,RUS,85,75,25,2,0,1994
90091,23.808350444899997,21.281314168399998,5,128,188,185,NED,GER,86,47,117,2,0,1994
90092,28.402464065700002,28.6652977413,5,128,188,175,USA,ISR,87,211,45,2,0,1994
90093,29.2019164956,22.7679671458,5,128,188,193,GER,CRO,88,124,5,2,0,1994
90094,23.4661190965,26.5763175907,5,128,188,190,GER,GER,89,172,10,2,0,1994
90095,32.8624229979,27.485284051999997,5,128,185,185,USA,ARG,90,34,81,2,0,1994
90096,20.1916495551,24.1451060917,5,128,180,196,ESP,AUS,91,43,69,2,0,1994
90097,23.8494182067,19.8028747433,5,128,183,193,CZE,UKR,92,30,6,2,0,1994
90098,28.180698151999998,21.533196440799998,5,128,185,188,RUS,ESP,93,97,106,2,0,1994
90099,20.785763175899998,26.921286789899998,5,128,193,180,GBR,SWE,94,41,112,2,0,1994
90100,28.714579055399998,24.2108145106,5,128,185,185,AUS,AUS,95,217,44,2,0,1994
90101,21.0732375086,28.4928131417,5,128,185,185,MAR,USA,96,100,120,2,0,1994
90102,23.1594798084,22.855578371,5,128,185,185,USA,USA,97,72,1,3,0,1994
90103,20.334017795999998,23.2197125257,5,128,190,190,RUS,CZE,98,16,51,3,0,1994
90104,28.5886379192,22.3244353183,5,128,185,175,CAN,USA,99,719,8,3,0,1994
90105,28.772073921999997,23.425051334699997,5,128,185,188,FRA,ESP,100,74,4,3,0,1994
90106,21.1745379877,22.2422997947,5,128,190,183,DEN,SWE,101,113,94,3,0,1994
90107,24.454483230700003,22.762491444200002,5,128,180,185,GBR,RSA,102,201,20,3,0,1994
90108,26.8829568789,24.1423682409,5,128,183,180,USA,USA,103,31,18,3,0,1994
90109,21.883641341500002,23.9507186858,5,128,188,198,CZE,USA,104,63,9,3,0,1994
90111,26.1108829569,32.0027378508,5,128,196,180,GER,GBR,106,104,85,3,0,1994
90112,21.281314168399998,27.2991101985,5,128,185,188,GER,RUS,107,117,25,3,0,1994
90113,28.6652977413,22.7679671458,5,128,175,193,ISR,CRO,108,45,5,3,0,1994
90114,27.485284051999997,26.5763175907,5,128,185,190,ARG,GER,109,81,10,3,0,1994
90115,24.1451060917,19.8028747433,5,128,196,193,AUS,UKR,110,69,6,3,0,1994
90116,21.533196440799998,26.921286789899998,5,128,188,180,ESP,SWE,111,106,112,3,0,1994
90117,24.2108145106,28.4928131417,5,128,185,185,AUS,USA,112,44,120,3,0,1994
90118,23.2197125257,22.855578371,5,128,190,185,CZE,USA,113,51,1,4,0,1994
90119,23.425051334699997,22.3244353183,5,128,188,175,ESP,USA,114,4,8,4,0,1994
90120,22.2422997947,22.762491444200002,5,128,183,185,SWE,RSA,115,94,20,4,0,1994
90121,24.1423682409,23.9507186858,5,128,180,198,USA,USA,116,18,9,4,0,1994
90123,27.2991101985,22.7679671458,5,128,188,193,RUS,CRO,118,25,5,4,0,1994
90124,19.8028747433,26.5763175907,5,128,193,190,UKR,GER,119,6,10,4,0,1994
90125,28.4928131417,26.921286789899998,5,128,185,180,USA,SWE,120,120,112,4,0,1994
90126,22.3244353183,22.855578371,5,128,175,185,USA,USA,121,8,1,5,0,1994
90127,22.762491444200002,23.9507186858,5,128,185,198,RSA,USA,122,20,9,5,0,1994
90129,26.921286789899998,26.5763175907,5,128,180,190,SWE,GER,124,112,10,5,0,1994
90130,23.9507186858,22.855578371,5,128,198,185,USA,USA,125,9,1,6,0,1994
90131,26.5763175907,22.7679671458,5,128,190,193,GER,CRO,126,10,5,6,0,1994
90132,22.7679671458,22.855578371,5,128,193,185,CRO,USA,127,5,1,7,0,1994
91842,22.266940451700002,23.0472279261,5,128,178,185,ZIM,USA,1,206,1,1,0,1994
91843,22.962354551700003,23.4113620808,5,128,193,190,MAR,CZE,2,79,54,1,0,1994
91844,20.977412730999998,26.0177960301,5,128,193,183,GBR,SWE,3,51,53,1,0,1994
91845,24.457221081500002,30.606433949299998,5,128,188,185,ITA,BAH,4,92,187,1,0,1994
91846,31.2963723477,21.2402464066,5,128,180,190,AUS,USA,5,67,183,1,0,1994
91847,24.4134154689,26.850102669400002,5,128,180,170,ARG,PER,6,96,23,1,0,1994
91848,22.726899384,25.711156741999996,5,128,170,183,COL,FRA,7,97,84,1,0,1994
91849,21.1991786448,25.2046543463,5,128,185,188,GER,FRA,8,105,15,1,0,1994
91850,21.169062286099997,21.6947296372,5,128,173,183,ESP,RSA,9,10,135,1,0,1994
91851,21.1991786448,27.112936345,5,128,183,180,USA,SWE,10,177,94,1,0,1994
91852,22.546201231999998,20.1122518823,5,128,188,183,EGY,USA,11,307,117,1,0,1994
91853,22.1683778234,27.6769336071,5,128,188,185,BAH,ARG,12,381,101,1,0,1994
91854,20.4873374401,24.076659821999996,5,128,188,183,SVK,GBR,13,69,86,1,0,1994
91855,21.3826146475,23.40862423,5,128,175,178,AUS,AUS,14,242,136,1,0,1994
91856,27.490759753600003,29.415468856900002,5,128,188,190,RUS,CZE,15,26,56,1,0,1994
91857,25.4510609172,19.9945242984,5,128,180,193,AUT,UKR,16,35,8,1,0,1994
91858,27.2443531828,25.8617385352,5,128,170,193,FRA,GER,17,58,4,1,0,1994
91859,24.629705681,24.052019165,5,128,173,178,ARG,USA,18,93,122,1,0,1994
91860,28.9637234771,25.8453114305,5,128,185,183,FRA,ESP,19,78,72,1,0,1994
91861,28.161533196399997,24.895277207399996,5,128,183,175,USA,ZIM,20,87,80,1,0,1994
91862,24.375085557800002,22.7296372348,5,128,183,196,NED,NED,21,100,31,1,0,1994
91863,23.9151266256,26.351813826100003,5,128,188,183,VEN,ESP,22,118,19,1,0,1994
91864,23.3812457221,22.0752908966,5,128,180,188,BRA,CZE,23,99,59,1,0,1994
91865,24.0,20.525667351099997,5,128,188,190,NED,RUS,24,37,11,1,0,1994
91866,27.074606433899998,24.0328542094,5,128,183,185,USA,USA,25,43,12,1,0,1994
91867,23.5017111567,21.081451060899997,5,128,183,183,CAN,ITA,26,182,24,1,0,1994
91868,19.1786447639,21.264887063699998,5,128,180,185,ESP,MAR,27,66,104,1,0,1994
91869,23.258042436700002,22.116358658499998,5,128,188,196,RSA,GER,28,112,85,1,0,1994
91870,28.522929500300002,24.4791238877,5,128,188,185,NED,USA,29,29,88,1,0,1994
91871,23.405886379200002,22.4339493498,5,128,188,183,USA,SWE,30,47,71,1,0,1994
91872,28.013689253899997,25.7713894593,5,128,193,180,SWE,USA,31,240,106,1,0,1994
91873,24.1724845996,28.6078028747,5,128,188,188,SWE,SWE,32,83,5,1,0,1994
91874,24.153319644099998,22.5160848734,5,128,180,175,RUS,USA,33,89,6,1,0,1994
91875,27.1266255989,25.1909650924,5,128,180,180,GER,USA,34,42,28,1,0,1994
91876,24.429842573600002,30.373716632399997,5,128,193,193,SWE,USA,35,27,95,1,0,1994
91877,25.4099931554,24.522929500300002,5,128,183,188,FRA,RSA,36,22,247,1,0,1994
91879,30.0177960301,29.648186173899997,5,128,183,190,SWE,FRA,38,116,108,1,0,1994
91880,23.1594798084,18.674880219000002,5,128,190,175,USA,CHI,39,52,123,1,0,1994
91881,25.0266940452,22.954140999299998,5,128,188,185,USA,RSA,40,191,13,1,0,1994
91882,21.9657768652,26.907597535900003,5,128,183,180,ITA,AUT,41,175,14,1,0,1994
91883,32.1943874059,23.523613963000003,5,128,180,178,GBR,VEN,42,73,121,1,0,1994
91884,20.3832991102,20.462696783,5,128,180,190,ESP,SWE,43,34,38,1,0,1994
91885,27.8548939083,19.5811088296,5,128,188,188,SWE,GER,44,103,77,1,0,1994
91886,25.3388090349,23.934291581100002,5,128,185,196,NZL,GER,45,114,75,1,0,1994
91887,28.553045859,26.058863791900002,5,128,188,178,AUT,ESP,46,137,55,1,0,1994
91888,24.402464065700002,28.372347707,5,128,185,185,AUS,RUS,47,21,107,1,0,1994
91889,28.684462696799997,23.6167008898,5,128,185,188,USA,ESP,48,98,3,1,0,1994
91890,26.7679671458,28.898015058200002,5,128,190,180,GER,USA,49,7,48,1,0,1994
91891,21.3661875428,21.7248459959,5,128,190,188,DEN,ESP,50,113,110,1,0,1994
91892,25.240246406599997,24.336755646799997,5,128,193,196,USA,AUS,51,36,49,1,0,1994
91893,18.0670773443,29.7905544148,5,128,178,180,USA,USA,52,782,46,1,0,1994
91894,23.5017111567,21.6673511294,5,128,178,185,CZE,AUS,53,65,25,1,0,1994
91895,23.2114989733,24.8158795346,5,128,185,183,ITA,SWE,54,60,82,1,0,1994
91896,26.573579739899998,28.569472963699997,5,128,178,188,ESP,RUS,55,33,39,1,0,1994
91897,24.536618754299997,24.1423682409,5,128,180,198,FRA,USA,56,91,9,1,0,1994
91898,28.930869267600002,23.808350444899997,5,128,188,201,AUS,SUI,57,40,17,1,0,1994
91899,23.351129363400002,23.3538672142,5,128,185,190,USA,SWE,58,57,102,1,0,1994
91900,21.1991786448,26.4038329911,5,128,178,185,IND,GER,59,150,41,1,0,1994
91901,26.954140999299998,34.4777549624,5,128,193,188,AUS,USA,60,156,30,1,0,1994
91902,24.2847364819,29.1991786448,5,128,175,180,ITA,ITA,61,45,131,1,0,1994
91903,29.2511978097,28.856947296399998,5,128,180,175,ESP,ISR,62,90,63,1,0,1994
91904,20.6351813826,27.742642026,5,128,180,183,AUS,USA,63,330,133,1,0,1994
91905,22.9596167009,26.302532512,5,128,193,196,CRO,GER,64,2,68,1,0,1994
91906,23.4113620808,23.0472279261,5,128,190,185,CZE,USA,65,54,1,2,0,1994
91907,26.0177960301,30.606433949299998,5,128,183,185,SWE,BAH,66,53,187,2,0,1994
91908,21.2402464066,26.850102669400002,5,128,190,170,USA,PER,67,183,23,2,0,1994
91909,25.711156741999996,25.2046543463,5,128,183,188,FRA,FRA,68,84,15,2,0,1994
91910,27.112936345,21.6947296372,5,128,180,183,SWE,RSA,69,94,135,2,0,1994
91911,20.1122518823,27.6769336071,5,128,183,185,USA,ARG,70,117,101,2,0,1994
91912,24.076659821999996,23.40862423,5,128,183,178,GBR,AUS,71,86,136,2,0,1994
91913,19.9945242984,29.415468856900002,5,128,193,190,UKR,CZE,72,8,56,2,0,1994
91914,24.052019165,25.8617385352,5,128,178,193,USA,GER,73,122,4,2,0,1994
91915,25.8453114305,24.895277207399996,5,128,183,175,ESP,ZIM,74,72,80,2,0,1994
91916,22.7296372348,26.351813826100003,5,128,196,183,NED,ESP,75,31,19,2,0,1994
91917,22.0752908966,20.525667351099997,5,128,188,190,CZE,RUS,76,59,11,2,0,1994
91918,24.0328542094,21.081451060899997,5,128,185,183,USA,ITA,77,12,24,2,0,1994
91919,21.264887063699998,22.116358658499998,5,128,185,196,MAR,GER,78,104,85,2,0,1994
91920,24.4791238877,22.4339493498,5,128,185,183,USA,SWE,79,88,71,2,0,1994
91921,25.7713894593,28.6078028747,5,128,180,188,USA,SWE,80,106,5,2,0,1994
91922,25.1909650924,22.5160848734,5,128,180,175,USA,USA,81,28,6,2,0,1994
91923,24.522929500300002,30.373716632399997,5,128,188,193,RSA,USA,82,247,95,2,0,1994
91924,29.648186173899997,24.334017795999998,5,128,190,180,FRA,USA,83,108,20,2,0,1994
91925,18.674880219000002,22.954140999299998,5,128,175,185,CHI,RSA,84,123,13,2,0,1994
91926,23.523613963000003,26.907597535900003,5,128,178,180,VEN,AUT,85,121,14,2,0,1994
91927,19.5811088296,20.462696783,5,128,188,190,GER,SWE,86,77,38,2,0,1994
91928,26.058863791900002,23.934291581100002,5,128,178,196,ESP,GER,87,55,75,2,0,1994
91929,28.372347707,23.6167008898,5,128,185,188,RUS,ESP,88,107,3,2,0,1994
91930,21.7248459959,28.898015058200002,5,128,188,180,ESP,USA,89,110,48,2,0,1994
91931,29.7905544148,24.336755646799997,5,128,180,196,USA,AUS,90,46,49,2,0,1994
91932,24.8158795346,21.6673511294,5,128,183,185,SWE,AUS,91,82,25,2,0,1994
91933,28.569472963699997,24.1423682409,5,128,188,198,RUS,USA,92,39,9,2,0,1994
91934,23.3538672142,23.808350444899997,5,128,190,201,SWE,SUI,93,102,17,2,0,1994
91935,34.4777549624,26.4038329911,5,128,188,185,USA,GER,94,30,41,2,0,1994
91936,28.856947296399998,29.1991786448,5,128,175,180,ISR,ITA,95,63,131,2,0,1994
91937,27.742642026,26.302532512,5,128,183,196,USA,GER,96,133,68,2,0,1994
91938,30.606433949299998,23.0472279261,5,128,185,185,BAH,USA,97,187,1,3,0,1994
91939,25.2046543463,26.850102669400002,5,128,188,170,FRA,PER,98,15,23,3,0,1994
91940,21.6947296372,27.6769336071,5,128,183,185,RSA,ARG,99,135,101,3,0,1994
91941,23.40862423,29.415468856900002,5,128,178,190,AUS,CZE,100,136,56,3,0,1994
91942,24.895277207399996,25.8617385352,5,128,175,193,ZIM,GER,101,80,4,3,0,1994
91943,26.351813826100003,20.525667351099997,5,128,183,190,ESP,RUS,102,19,11,3,0,1994
91944,21.081451060899997,22.116358658499998,5,128,183,196,ITA,GER,103,24,85,3,0,1994
91945,28.6078028747,22.4339493498,5,128,188,183,SWE,SWE,104,5,71,3,0,1994
91946,30.373716632399997,22.5160848734,5,128,193,175,USA,USA,105,95,6,3,0,1994
91947,22.954140999299998,24.334017795999998,5,128,185,180,RSA,USA,106,13,20,3,0,1994
91948,20.462696783,26.907597535900003,5,128,190,180,SWE,AUT,107,38,14,3,0,1994
91949,23.934291581100002,23.6167008898,5,128,196,188,GER,ESP,108,75,3,3,0,1994
91950,24.336755646799997,28.898015058200002,5,128,196,180,AUS,USA,109,49,48,3,0,1994
91951,21.6673511294,24.1423682409,5,128,185,198,AUS,USA,110,25,9,3,0,1994
