,age1,age2,best_of,draw_size,ht1,ht2,ioc1,ioc2,match_num,rank1,rank2,round,win,year
141785,32.1533196441,33.0814510609,5,128,188,180,FRA,GER,52,46,29,1,1,2009
141786,28.008213552399997,30.0260095825,5,128,183,185,AUT,ARG,53,26,100,1,1,2009
141787,18.9979466119,23.0882956879,5,128,188,183,FRA,ARG,54,599,81,1,1,2009
141788,27.0006844627,28.1149897331,5,128,185,185,ROU,GER,55,99,111,1,1,2009
141789,22.7296372348,26.855578371,5,128,193,183,FRA,USA,56,10,83,1,1,2009
141790,22.028747433299998,29.4072553046,5,128,188,185,ARG,USA,57,93,16,1,1,2009
141791,31.143052703600002,35.3237508556,5,128,188,183,GER,ROU,58,63,1120,1,1,2009
141792,22.2806297057,27.0088980151,5,128,188,178,FRA,BRA,59,39,117,1,1,2009
141793,23.627652293,23.685147159499998,5,128,183,196,ITA,CZE,60,58,20,1,1,2009
141795,23.3347022587,26.6310746064,5,128,180,183,ESP,USA,62,101,69,1,1,2009
141796,26.5954825462,29.385352498299998,5,128,190,183,ARG,ESP,63,45,122,1,1,2009
141797,27.794661191,30.762491444200002,5,128,185,175,SUI,ESP,64,2,98,1,1,2009
141798,22.9760438056,24.005475701599998,5,128,185,188,ESP,RUS,65,1,72,2,1,2009
141799,28.246406570799998,21.842573579699998,5,128,180,185,AUS,KAZ,66,48,88,2,1,2009
141800,24.7775496235,22.71321013,5,128,193,188,SWE,UZB,67,25,92,2,1,2009
141801,27.1457905544,31.8877481177,5,128,175,183,ESP,GER,68,14,37,2,1,2009
141802,27.9780971937,28.4052019165,5,128,178,178,RUS,ARG,69,11,80,2,1,2009
141803,24.158795345700003,29.623545516799997,5,128,183,183,SUI,CHI,70,18,120,2,1,2009
141804,23.759069130700002,20.733744011,5,128,183,190,ESP,LAT,71,34,40,2,1,2009
141805,25.5249828884,25.1690622861,5,128,188,185,ESP,GER,72,8,67,2,1,2009
141806,22.028747433299998,27.8631074606,5,128,190,188,GBR,ITA,73,3,104,2,1,2009
141807,24.922655715300003,27.6769336071,5,128,180,188,SRB,ESP,74,64,30,2,1,2009
141808,30.4914442163,24.2245037645,5,128,185,183,CZE,FRA,75,19,123,2,1,2009
141809,20.654346338099998,24.139630390100002,5,128,198,175,CRO,ISR,76,13,55,2,1,2009
141810,28.8213552361,25.1225188227,5,128,183,178,CHI,POR,77,12,130,2,1,2009
141811,23.112936345,29.325119780999998,5,128,193,193,FRA,RUS,78,134,22,2,1,2009
141812,27.843942505100003,26.9158110883,5,128,198,183,ROU,RUS,79,33,42,2,1,2009
141813,24.4079397673,29.5249828884,5,128,183,190,FRA,USA,80,7,86,2,1,2009
141814,20.6680355921,23.285420944600002,5,128,198,193,ARG,SRB,81,5,32,2,1,2009
141815,25.864476386,29.28678987,5,128,185,183,RUS,ARG,82,27,49,2,1,2009
141816,30.4421629021,31.4360027379,5,128,170,173,BEL,FRA,83,65,57,2,1,2009
141817,24.104038329899996,25.155373032199996,5,128,188,185,FRA,ARG,84,9,68,2,1,2009
141818,27.0663928816,23.7973990418,5,128,180,185,ESP,ESP,85,17,113,2,1,2009
141819,25.8480492813,25.2566735113,5,128,175,190,ARG,ITA,86,71,56,2,1,2009
141820,25.607118412,29.2813141684,5,128,178,183,GER,ESP,87,31,103,2,1,2009
141821,22.009582477800002,23.3812457221,5,128,188,193,SRB,UKR,88,4,110,2,1,2009
141822,26.735112936300002,25.010266940500003,5,128,188,183,USA,CZE,89,6,85,2,1,2009
141823,32.1533196441,23.2991101985,5,128,188,190,FRA,GER,90,46,59,2,1,2009
141824,28.008213552399997,18.9979466119,5,128,183,188,AUT,FRA,91,26,599,2,1,2009
141825,22.7296372348,27.0006844627,5,128,193,185,FRA,ROU,92,10,99,2,1,2009
141826,31.143052703600002,22.028747433299998,5,128,188,188,GER,ARG,93,63,93,2,1,2009
141827,22.2806297057,23.627652293,5,128,188,183,FRA,ITA,94,39,58,2,1,2009
141828,27.364818617399997,23.3347022587,5,128,185,180,FRA,ESP,95,35,101,2,1,2009
141829,27.794661191,26.5954825462,5,128,185,190,SUI,ARG,96,2,45,2,1,2009
141830,22.9760438056,28.246406570799998,5,128,185,180,ESP,AUS,97,1,48,3,1,2009
141831,24.7775496235,27.1457905544,5,128,193,175,SWE,ESP,98,25,14,3,1,2009
141832,27.9780971937,24.158795345700003,5,128,178,183,RUS,SUI,99,11,18,3,1,2009
141833,25.5249828884,23.759069130700002,5,128,188,183,ESP,ESP,100,8,34,3,1,2009
141834,22.028747433299998,24.922655715300003,5,128,190,180,GBR,SRB,101,3,64,3,1,2009
141835,20.654346338099998,30.4914442163,5,128,198,185,CRO,CZE,102,13,19,3,1,2009
141836,28.8213552361,23.112936345,5,128,183,193,CHI,FRA,103,12,134,3,1,2009
141837,27.843942505100003,24.4079397673,5,128,198,183,ROU,FRA,104,33,7,3,1,2009
141838,20.6680355921,25.864476386,5,128,198,185,ARG,RUS,105,5,27,3,1,2009
141839,24.104038329899996,30.4421629021,5,128,188,170,FRA,BEL,106,9,65,3,1,2009
141840,27.0663928816,25.8480492813,5,128,180,175,ESP,ARG,107,17,71,3,1,2009
141841,25.607118412,22.009582477800002,5,128,178,188,GER,SRB,108,31,4,3,1,2009
141842,26.735112936300002,32.1533196441,5,128,188,188,USA,FRA,109,6,46,3,1,2009
141843,22.7296372348,28.008213552399997,5,128,193,183,FRA,AUT,110,10,26,3,1,2009
141844,31.143052703600002,22.2806297057,5,128,188,188,GER,FRA,111,63,39,3,1,2009
141845,27.794661191,27.364818617399997,5,128,185,185,SUI,FRA,112,2,35,3,1,2009
141846,24.7775496235,22.9760438056,5,128,193,185,SWE,ESP,113,25,1,4,1,2009
141847,27.9780971937,25.5249828884,5,128,178,188,RUS,ESP,114,11,8,4,1,2009
141848,22.028747433299998,20.654346338099998,5,128,190,198,GBR,CRO,115,3,13,4,1,2009
141849,28.8213552361,27.843942505100003,5,128,183,198,CHI,ROU,116,12,33,4,1,2009
141850,20.6680355921,24.104038329899996,5,128,198,188,ARG,FRA,117,5,9,4,1,2009
141851,27.0663928816,25.607118412,5,128,180,178,ESP,GER,118,17,31,4,1,2009
141852,22.7296372348,26.735112936300002,5,128,193,188,FRA,USA,119,10,6,4,1,2009
141853,27.794661191,31.143052703600002,5,128,185,188,SUI,GER,120,2,63,4,1,2009
141854,24.7775496235,27.9780971937,5,128,193,178,SWE,RUS,121,25,11,5,1,2009
141855,28.8213552361,22.028747433299998,5,128,183,190,CHI,GBR,122,12,3,5,1,2009
141856,20.6680355921,27.0663928816,5,128,198,180,ARG,ESP,123,5,17,5,1,2009
141857,27.794661191,22.7296372348,5,128,185,193,SUI,FRA,124,2,10,5,1,2009
141858,24.7775496235,28.8213552361,5,128,193,183,SWE,CHI,125,25,12,6,1,2009
141859,27.794661191,20.6680355921,5,128,185,198,SUI,ARG,126,2,5,6,1,2009
141860,27.794661191,24.7775496235,5,128,185,193,SUI,SWE,127,2,25,7,1,2009
142084,20.7446954141,31.512662559899997,5,128,198,173,ARG,FRA,1,5,53,1,1,2009
142085,28.3230663929,26.7077344285,5,128,180,183,AUS,USA,2,56,107,1,1,2009
142086,25.2457221081,25.2621492129,5,128,185,193,GER,USA,3,55,160,1,1,2009
142087,21.8343600274,26.527036276500002,5,128,190,185,GER,RUS,4,45,22,1,1,2009
142088,30.5681040383,25.6043805613,5,128,185,185,CZE,COL,5,23,178,1,1,2009
142089,27.9397672827,26.672142368200003,5,128,188,190,ITA,ARG,6,80,43,1,1,2009
142090,22.0807665982,22.789869952100002,5,128,178,188,ITA,UZB,7,66,71,1,1,2009
142091,27.2224503765,30.907597535900003,5,128,175,180,ESP,USA,8,21,86,1,1,2009
142092,28.0547570157,19.082819986300002,5,128,178,175,RUS,GBR,9,11,305,1,1,2009
142093,27.077344284699997,29.7166324435,5,128,185,175,ROU,GER,10,87,79,1,1,2009
142094,27.4414784394,24.246406570799998,5,128,185,178,FRA,POR,11,38,83,1,1,2009
142095,23.7618069815,25.0841889117,5,128,196,183,CZE,GBR,12,20,191,1,1,2009
142096,28.0848733744,23.5838466804,5,128,183,180,AUT,USA,13,30,109,1,1,2009
142097,28.016427104699996,26.7953456537,5,128,178,183,GER,CRO,14,49,110,1,1,2009
142098,27.726214921300002,18.102669404500002,5,128,180,188,RUS,BUL,15,39,342,1,1,2009
142099,26.8117727584,22.3572895277,5,128,188,188,USA,FRA,16,6,41,1,1,2009
142100,22.1054072553,29.601642710500002,5,128,190,190,GBR,USA,17,3,76,1,1,2009
142101,20.810403833,23.545516769299997,5,128,190,188,LAT,ITA,18,74,268,1,1,2009
142102,23.874058863800002,28.161533196399997,5,128,185,188,ESP,USA,19,98,266,1,1,2009
142103,23.3620807666,25.325119780999998,5,128,193,170,SRB,ARG,20,31,99,1,1,2009
142104,24.2354551677,23.164955509899997,5,128,183,183,SUI,ARG,21,18,108,1,1,2009
142105,29.363449692,23.4113620808,5,128,183,180,ARG,ESP,22,57,123,1,1,2009
142106,23.4715947981,30.5188227242,5,128,180,170,URU,BEL,23,125,60,1,1,2009
142107,21.6865160849,29.401779603,5,128,175,193,CAN,RUS,24,133,24,1,1,2009
142108,28.898015058200002,24.0821355236,5,128,183,188,CHI,RUS,25,10,88,1,1,2009
142109,22.1054072553,31.2005475702,5,128,188,180,ARG,ESP,26,64,75,1,1,2009
142110,29.357973990399998,26.992470910300003,5,128,183,183,ESP,RUS,27,70,44,1,1,2009
142111,36.5338809035,31.9644079398,5,128,178,183,FRA,GER,28,37,35,1,1,2009
142112,27.920602327199997,27.6741957563,5,128,198,183,ROU,ESP,29,28,68,1,1,2009
142113,29.242984257399996,32.8569472964,5,128,173,188,FRA,ECU,30,96,121,1,1,2009
142114,27.0855578371,35.4004106776,5,128,178,183,BRA,ROU,31,118,907,1,1,2009
142115,24.484599589299997,26.932238193000003,5,128,183,183,FRA,USA,32,7,94,1,1,2009
142116,25.3333333333,29.4839151266,5,128,190,185,ITA,USA,33,50,17,1,1,2009
142117,32.2299794661,20.9801505818,5,128,188,183,FRA,FRA,34,59,128,1,1,2009
142118,34.9267624914,26.2231348392,5,128,183,190,USA,CHI,35,113,84,1,1,2009
142119,25.941136208099998,21.3524982888,5,128,185,185,RUS,KAZ,36,26,101,1,1,2009
142120,31.2197125257,28.985626283400002,5,128,188,183,GER,AUT,37,34,197,1,1,2009
142122,21.708418891199997,27.8631074606,5,128,198,173,USA,THA,39,47,120,1,1,2009
142123,20.7310061602,30.8391512663,5,128,198,175,CRO,ESP,40,13,95,1,1,2009
142125,32.468172484600004,25.5660506502,5,128,175,188,AUT,FRA,42,189,172,1,1,2009
142126,24.216290212199997,26.3244353183,5,128,175,190,ISR,MEX,43,46,228,1,1,2009
142127,33.158110883,28.925393566100002,5,128,180,185,GER,BEL,44,29,170,1,1,2009
142128,27.5345653662,30.1026694045,5,128,188,185,USA,ARG,45,25,124,1,1,2009
142129,24.9993155373,29.9603011636,5,128,180,190,SRB,CZE,46,51,67,1,1,2009
142130,28.191649555100003,28.4736481862,5,128,185,185,GER,USA,47,106,251,1,1,2009
142131,22.0862422998,27.5044490075,5,128,188,185,SRB,FRA,48,4,81,1,1,2009
142132,25.601642710500002,22.3655030801,5,128,188,190,ESP,GBR,49,8,207,1,1,2009
142133,27.0006844627,27.4168377823,5,128,193,190,BEL,FRA,50,82,146,1,1,2009
142134,31.572895277199997,28.481861738499997,5,128,185,178,ARG,ARG,51,140,85,1,1,2009
142135,28.569472963699997,22.7296372348,5,128,175,183,ESP,SLO,52,33,218,1,1,2009
142136,30.3134839151,21.6344969199,5,128,208,185,CRO,SVK,53,36,201,1,1,2009
142137,25.2758384668,24.7364818617,5,128,178,185,BEL,CAN,54,77,92,1,1,2009
142138,23.704312115,25.8480492813,5,128,183,180,ITA,AUT,55,63,91,1,1,2009
142139,24.180698151999998,21.9192334018,5,128,188,185,FRA,KAZ,56,9,73,1,1,2009
142140,24.8542094456,26.12183436,5,128,193,193,SWE,LUX,57,12,89,1,1,2009
142141,23.195071868600003,23.375770020500003,5,128,190,190,ESP,GER,58,111,58,1,1,2009
142142,23.835728952800004,25.2320328542,5,128,183,185,ESP,ARG,59,48,69,1,1,2009
142143,27.2197125257,27.753593429200002,5,128,180,188,SVK,ESP,60,143,27,1,1,2009
142144,25.6837782341,28.3121149897,5,128,178,180,GER,FRA,61,32,54,1,1,2009
142145,25.0869267625,25.9247091034,5,128,183,175,CZE,ARG,62,78,62,1,1,2009
142146,26.0506502396,32.7693360712,5,128,188,183,ESP,ARG,63,42,148,1,1,2009
142147,27.871321013000003,25.856262833699997,5,128,185,180,SUI,TPE,64,2,65,1,1,2009
142148,28.3230663929,20.7446954141,5,128,180,198,AUS,ARG,65,56,5,2,1,2009
142149,25.2457221081,21.8343600274,5,128,185,190,GER,GER,66,55,45,2,1,2009
142150,30.5681040383,27.9397672827,5,128,185,188,CZE,ITA,67,23,80,2,1,2009
142151,27.2224503765,22.0807665982,5,128,175,178,ESP,ITA,68,21,66,2,1,2009
142152,28.0547570157,27.077344284699997,5,128,178,185,RUS,ROU,69,11,87,2,1,2009
142153,23.7618069815,27.4414784394,5,128,196,185,CZE,FRA,70,20,38,2,1,2009
142154,28.0848733744,28.016427104699996,5,128,183,178,AUT,GER,71,30,49,2,1,2009
142155,26.8117727584,27.726214921300002,5,128,188,180,USA,RUS,72,6,39,2,1,2009
142156,22.1054072553,20.810403833,5,128,190,190,GBR,LAT,73,3,74,2,1,2009
142157,23.3620807666,23.874058863800002,5,128,193,185,SRB,ESP,74,31,98,2,1,2009
142158,24.2354551677,29.363449692,5,128,183,183,SUI,ARG,75,18,57,2,1,2009
142159,21.6865160849,23.4715947981,5,128,175,180,CAN,URU,76,133,125,2,1,2009
142160,28.898015058200002,22.1054072553,5,128,183,188,CHI,ARG,77,10,64,2,1,2009
142161,29.357973990399998,36.5338809035,5,128,183,178,ESP,FRA,78,70,37,2,1,2009
142162,27.920602327199997,29.242984257399996,5,128,198,173,ROU,FRA,79,28,96,2,1,2009
142163,24.484599589299997,27.0855578371,5,128,183,178,FRA,BRA,80,7,118,2,1,2009
142164,25.3333333333,32.2299794661,5,128,190,188,ITA,FRA,81,50,59,2,1,2009
142165,25.941136208099998,34.9267624914,5,128,185,183,RUS,USA,82,26,113,2,1,2009
142166,31.2197125257,29.095140314899997,5,128,188,190,GER,FRA,83,34,137,2,1,2009
142167,20.7310061602,21.708418891199997,5,128,198,198,CRO,USA,84,13,47,2,1,2009
142168,27.143052703600002,32.468172484600004,5,128,180,175,ESP,AUT,85,15,189,2,1,2009
142169,24.216290212199997,33.158110883,5,128,175,180,ISR,GER,86,46,29,2,1,2009
142170,27.5345653662,24.9993155373,5,128,188,180,USA,SRB,87,25,51,2,1,2009
142171,22.0862422998,28.191649555100003,5,128,188,185,SRB,GER,88,4,106,2,1,2009
142172,25.601642710500002,27.0006844627,5,128,188,193,ESP,BEL,89,8,82,2,1,2009
142173,28.569472963699997,31.572895277199997,5,128,175,185,ESP,ARG,90,33,140,2,1,2009
142174,30.3134839151,25.2758384668,5,128,208,178,CRO,BEL,91,36,77,2,1,2009
142175,24.180698151999998,23.704312115,5,128,188,183,FRA,ITA,92,9,63,2,1,2009
142176,24.8542094456,23.195071868600003,5,128,193,190,SWE,ESP,93,12,111,2,1,2009
142177,23.835728952800004,27.2197125257,5,128,183,180,ESP,SVK,94,48,143,2,1,2009
142178,25.6837782341,25.0869267625,5,128,178,183,GER,CZE,95,32,78,2,1,2009
142179,27.871321013000003,26.0506502396,5,128,185,188,SUI,ESP,96,2,42,2,1,2009
142180,28.3230663929,25.2457221081,5,128,180,185,AUS,GER,97,56,55,3,1,2009
142181,30.5681040383,27.2224503765,5,128,185,175,CZE,ESP,98,23,21,3,1,2009
142182,23.7618069815,28.0547570157,5,128,196,178,CZE,RUS,99,20,11,3,1,2009
142183,26.8117727584,28.0848733744,5,128,188,183,USA,AUT,100,6,30,3,1,2009
142184,22.1054072553,23.3620807666,5,128,190,193,GBR,SRB,101,3,31,3,1,2009
142185,24.2354551677,21.6865160849,5,128,183,175,SUI,CAN,102,18,133,3,1,2009
142186,29.357973990399998,28.898015058200002,5,128,183,183,ESP,CHI,103,70,10,3,1,2009
142187,24.484599589299997,27.920602327199997,5,128,183,198,FRA,ROU,104,7,28,3,1,2009
142188,25.941136208099998,25.3333333333,5,128,185,190,RUS,ITA,105,26,50,3,1,2009
142189,31.2197125257,20.7310061602,5,128,188,198,GER,CRO,106,34,13,3,1,2009
142190,24.216290212199997,27.143052703600002,5,128,175,180,ISR,ESP,107,46,15,3,1,2009
142191,22.0862422998,27.5345653662,5,128,188,188,SRB,USA,108,4,25,3,1,2009
142192,25.601642710500002,28.569472963699997,5,128,188,175,ESP,ESP,109,8,33,3,1,2009
142193,30.3134839151,24.180698151999998,5,128,208,188,CRO,FRA,110,36,9,3,1,2009
142194,24.8542094456,23.835728952800004,5,128,193,183,SWE,ESP,111,12,48,3,1,2009
142195,27.871321013000003,25.6837782341,5,128,185,178,SUI,GER,112,2,32,3,1,2009
142196,28.3230663929,30.5681040383,5,128,180,185,AUS,CZE,113,56,23,4,1,2009
142197,26.8117727584,23.7618069815,5,128,188,196,USA,CZE,114,6,20,4,1,2009
142198,22.1054072553,24.2354551677,5,128,190,183,GBR,SUI,115,3,18,4,1,2009
142199,29.357973990399998,24.484599589299997,5,128,183,183,ESP,FRA,116,70,7,4,1,2009
142200,31.2197125257,25.941136208099998,5,128,188,185,GER,RUS,117,34,26,4,1,2009
142201,22.0862422998,24.216290212199997,5,128,188,175,SRB,ISR,118,4,46,4,1,2009
142202,30.3134839151,25.601642710500002,5,128,208,188,CRO,ESP,119,36,8,4,1,2009
142203,27.871321013000003,24.8542094456,5,128,185,193,SUI,SWE,120,2,12,4,1,2009
142204,26.8117727584,28.3230663929,5,128,188,180,USA,AUS,121,6,56,5,1,2009
142205,22.1054072553,29.357973990399998,5,128,190,183,GBR,ESP,122,3,70,5,1,2009
142206,31.2197125257,22.0862422998,5,128,188,188,GER,SRB,123,34,4,5,1,2009
142207,27.871321013000003,30.3134839151,5,128,185,208,SUI,CRO,124,2,36,5,1,2009
142208,26.8117727584,22.1054072553,5,128,188,190,USA,GBR,125,6,3,6,1,2009
142209,27.871321013000003,31.2197125257,5,128,185,188,SUI,GER,126,2,34,6,1,2009
142210,27.871321013000003,26.8117727584,5,128,185,188,SUI,USA,127,2,6,7,1,2009
142872,28.8678986995,26.6009582478,5,128,185,185,SUI,COL,1,2,60,1,1,2010
142873,24.8843258042,30.696783025300004,5,128,193,183,SRB,CHI,2,152,99,1,1,2010
142874,32.5092402464,25.9958932238,5,128,173,180,FRA,SRB,3,86,45,1,1,2010
142875,30.8062970568,28.139630390100002,5,128,183,180,AUS,ESP,4,83,36,1,1,2010
142876,28.750171115700002,22.6830937714,5,128,188,175,ESP,CAN,5,30,115,1,1,2010
142877,20.0,23.0034223135,5,128,175,198,LTU,AUS,6,156,134,1,1,2010
142878,24.3586584531,28.722792607800002,5,128,193,180,SRB,RUS,7,42,104,1,1,2010
142879,29.0814510609,25.533196440799998,5,128,183,196,AUT,GER,8,16,102,1,1,2010
142880,24.758384668,22.9158110883,5,128,196,185,CZE,KAZ,9,13,81,1,1,2010
142881,29.0130047912,22.9377138946,5,128,178,196,GER,USA,10,71,119,1,1,2010
142882,34.154688569499996,27.523613963000003,5,128,180,185,GER,RUS,11,85,371,1,1,2010
142883,23.786447638600002,25.2320328542,5,128,188,183,UZB,SUI,12,70,23,1,1,2010
142884,28.917180013699998,19.3264887064,5,128,198,185,ROU,RUS,13,38,254,1,1,2010
142885,23.0280629706,31.9644079398,5,128,190,180,TUR,BRA,14,118,108,1,1,2010
142886,22.929500342199997,26.9377138946,5,128,196,185,GER,RUS,15,98,57,1,1,2010
142887,29.0513347023,24.093086926799998,5,128,178,203,RUS,RSA,16,5,95,1,1,2010
142888,23.082819986300002,29.4209445585,5,128,188,168,SRB,BEL,17,3,68,1,1,2010
142889,29.158110883000003,30.8090349076,5,128,188,190,USA,ARG,18,97,51,1,1,2010
142890,24.2026009582,24.7063655031,5,128,188,188,USA,NED,19,318,285,1,1,2010
142891,29.5660506502,28.514715948000003,5,128,175,183,ESP,ITA,20,31,96,1,1,2010
142892,23.8028747433,23.101984941799998,5,128,193,188,FRA,ARG,21,20,52,1,1,2010
142893,28.216290212199997,30.458590006799998,5,128,180,183,SVK,ESP,22,88,131,1,1,2010
142894,22.349075975399998,24.161533196399997,5,128,185,183,KAZ,ARG,23,77,50,1,1,2010
142895,29.3196440794,26.921286789899998,5,128,180,175,AUS,ARG,24,26,159,1,1,2010
142896,26.7104722793,21.7275838467,5,128,190,198,GER,CRO,25,59,12,1,1,2010
142897,28.5311430527,17.664613278599997,5,128,188,193,USA,AUS,26,73,246,1,1,2010
142898,26.8528405202,25.149897330599998,5,128,180,188,TPE,ARG,27,82,44,1,1,2010
142899,26.3436002738,31.258042436700002,5,128,185,193,POL,CRO,28,94,15,1,1,2010
142900,26.6803559206,28.9363449692,5,128,178,188,GER,ITA,29,35,58,1,1,2010
142901,25.078713210100002,33.5989048597,5,128,188,185,RUS,PAR,30,84,143,1,1,2010
142902,30.0917180014,27.6824093087,5,128,190,178,FRA,USA,31,37,186,1,1,2010
142903,27.808350444899997,26.2587268994,5,128,188,193,USA,USA,32,7,93,1,1,2010
142904,23.077344284699997,26.598220397,5,128,178,188,ITA,ESP,33,80,9,1,1,2010
142905,32.1396303901,22.203969883600003,5,128,173,183,USA,ESP,34,101,78,1,1,2010
142907,28.501026694,27.9972621492,5,128,185,193,FRA,BEL,36,40,174,1,1,2010
142908,26.3299110198,24.832306639299997,5,128,190,183,ITA,ESP,37,69,18,1,1,2010
142909,24.0848733744,27.0472279261,5,128,180,188,GER,ESP,38,126,39,1,1,2010
142910,21.6180698152,28.7775496235,5,128,180,185,UKR,SUI,39,43,61,1,1,2010
142911,25.177275838499998,30.598220397,5,128,188,190,FRA,USA,40,10,161,1,1,2010
142912,29.921971252600002,30.3545516769,5,128,185,183,BEL,ESP,41,63,17,1,1,2010
142913,24.219028063000003,30.0424366872,5,128,188,180,GER,RSA,42,129,257,1,1,2010
142914,25.4647501711,32.1971252567,5,128,183,180,CRO,ESP,43,193,125,1,1,2010
142915,22.7049965777,24.454483230700003,5,128,198,193,USA,UKR,44,21,47,1,1,2010
142916,25.4811772758,24.068446269699997,5,128,183,188,FRA,ESP,45,32,238,1,1,2010
142917,22.784394250500004,29.971252566700002,5,128,185,193,UKR,GER,46,74,46,1,1,2010
142918,28.9117043121,33.4647501711,5,128,185,175,FIN,AUT,47,67,121,1,1,2010
142919,23.101984941799998,26.8720054757,5,128,190,180,GBR,CZE,48,4,90,1,1,2010
142920,25.8507871321,27.704312115,5,128,193,183,SWE,USA,49,6,72,1,1,2010
142921,24.191649555100003,25.242984257399996,5,128,190,178,ESP,POR,50,87,89,1,1,2010
142923,22.4750171116,29.4976043806,5,128,188,175,BRA,BRA,52,24,92,1,1,2010
142924,22.6310746064,25.010266940500003,5,128,185,183,SVK,CYP,53,75,27,1,1,2010
142925,23.3538672142,24.870636550300002,5,128,188,185,FRA,ESP,54,55,91,1,1,2010
142926,29.3086926762,29.1882272416,5,128,180,185,FRA,GER,55,64,62,1,1,2010
142927,28.219028063000003,32.9609856263,5,128,175,183,ESP,GER,56,11,178,1,1,2010
142928,27.989048596900002,25.212867898699997,5,128,183,175,RUS,ISR,57,14,65,1,1,2010
142929,28.4380561259,33.2265571526,5,128,185,188,FRA,FRA,58,66,128,1,1,2010
142930,21.7522245038,22.5653661875,5,128,193,188,NED,COL,59,49,54,1,1,2010
142931,25.152635181399997,28.4134154689,5,128,206,190,USA,FRA,60,19,148,1,1,2010
142932,26.2422997947,30.0944558522,5,128,185,185,GER,FRA,61,41,76,1,1,2010
142933,28.098562628299998,23.2963723477,5,128,190,188,POL,SLO,62,53,120,1,1,2010
142934,23.2087611225,30.4804928131,5,128,190,185,NED,USA,63,151,109,1,1,2010
142935,24.0492813142,20.476386037,5,128,185,178,ESP,JPN,64,1,189,1,1,2010
142936,28.8678986995,24.8843258042,5,128,185,193,SUI,SRB,65,2,152,2,1,2010
142937,32.5092402464,30.8062970568,5,128,173,183,FRA,AUS,66,86,83,2,1,2010
142938,28.750171115700002,20.0,5,128,188,175,ESP,LTU,67,30,156,2,1,2010
142939,29.0814510609,24.3586584531,5,128,183,193,AUT,SRB,68,16,42,2,1,2010
142940,24.758384668,29.0130047912,5,128,196,178,CZE,GER,69,13,71,2,1,2010
142941,23.786447638600002,34.154688569499996,5,128,188,180,UZB,GER,70,70,85,2,1,2010
142942,28.917180013699998,23.0280629706,5,128,198,190,ROU,TUR,71,38,118,2,1,2010
142943,22.929500342199997,29.0513347023,5,128,196,178,GER,RUS,72,98,5,2,1,2010
142944,23.082819986300002,29.158110883000003,5,128,188,188,SRB,USA,73,3,97,2,1,2010
142945,29.5660506502,24.2026009582,5,128,175,188,ESP,USA,74,31,318,2,1,2010
142946,23.8028747433,28.216290212199997,5,128,193,180,FRA,SVK,75,20,88,2,1,2010
142947,29.3196440794,22.349075975399998,5,128,180,185,AUS,KAZ,76,26,77,2,1,2010
142948,26.7104722793,28.5311430527,5,128,190,188,GER,USA,77,59,73,2,1,2010
142949,26.8528405202,26.3436002738,5,128,180,185,TPE,POL,78,82,94,2,1,2010
142950,26.6803559206,25.078713210100002,5,128,178,188,GER,RUS,79,35,84,2,1,2010
142951,27.808350444899997,30.0917180014,5,128,188,190,USA,FRA,80,7,37,2,1,2010
142952,23.077344284699997,32.1396303901,5,128,178,173,ITA,USA,81,80,101,2,1,2010
142953,28.501026694,24.372347707,5,128,185,190,FRA,GER,82,40,79,2,1,2010
142954,24.0848733744,26.3299110198,5,128,180,190,GER,ITA,83,126,69,2,1,2010
142955,25.177275838499998,21.6180698152,5,128,188,180,FRA,UKR,84,10,43,2,1,2010
142956,29.921971252600002,24.219028063000003,5,128,185,188,BEL,GER,85,63,129,2,1,2010
142957,22.7049965777,25.4647501711,5,128,198,183,USA,CRO,86,21,193,2,1,2010
142958,25.4811772758,22.784394250500004,5,128,183,185,FRA,UKR,87,32,74,2,1,2010
142959,23.101984941799998,28.9117043121,5,128,190,185,GBR,FIN,88,4,67,2,1,2010
142960,25.8507871321,24.191649555100003,5,128,193,190,SWE,ESP,89,6,87,2,1,2010
142962,23.3538672142,22.6310746064,5,128,188,185,FRA,SVK,91,55,75,2,1,2010
142963,28.219028063000003,29.3086926762,5,128,175,180,ESP,FRA,92,11,64,2,1,2010
142964,28.4380561259,27.989048596900002,5,128,185,183,FRA,RUS,93,66,14,2,1,2010
142965,21.7522245038,25.152635181399997,5,128,193,206,NED,USA,94,49,19,2,1,2010
142966,26.2422997947,28.098562628299998,5,128,185,190,GER,POL,95,41,53,2,1,2010
142967,24.0492813142,23.2087611225,5,128,185,190,ESP,NED,96,1,151,2,1,2010
142968,28.8678986995,32.5092402464,5,128,185,173,SUI,FRA,97,2,86,3,1,2010
142969,29.0814510609,28.750171115700002,5,128,183,188,AUT,ESP,98,16,30,3,1,2010
142970,24.758384668,23.786447638600002,5,128,196,188,CZE,UZB,99,13,70,3,1,2010
142971,22.929500342199997,28.917180013699998,5,128,196,198,GER,ROU,100,98,38,3,1,2010
142972,23.082819986300002,29.5660506502,5,128,188,175,SRB,ESP,101,3,31,3,1,2010
142973,29.3196440794,23.8028747433,5,128,180,193,AUS,FRA,102,26,20,3,1,2010
142974,26.8528405202,26.7104722793,5,128,180,190,TPE,GER,103,82,59,3,1,2010
142975,27.808350444899997,26.6803559206,5,128,188,178,USA,GER,104,7,35,3,1,2010
142976,28.501026694,23.077344284699997,5,128,185,178,FRA,ITA,105,40,80,3,1,2010
